data,hora,umidade_a,condutividade_a,temperatura_a,umidade_b,condutividade_b,temperatura_b
22/02/2022,00:00,5.87,0.06,23.8,7.65,0.01,21.7
22/02/2022,00:10,5.87,0.06,23.8,7.69,0.00,21.7
22/02/2022,00:20,5.87,0.06,23.8,7.74,0.01,21.7
22/02/2022,00:30,5.86,0.06,23.8,7.80,0.01,21.6
22/02/2022,00:40,5.86,0.06,23.7,7.80,0.01,21.5
22/02/2022,00:50,5.86,0.06,23.6,7.83,0.00,21.5
22/02/2022,01:00,5.86,0.06,23.4,7.86,0.01,21.5
22/02/2022,01:10,5.86,0.06,23.4,7.87,0.01,21.5
22/02/2022,01:20,5.85,0.06,23.4,7.88,0.01,21.5
22/02/2022,01:30,5.86,0.06,23.3,7.88,0.01,21.4
22/02/2022,01:40,5.86,0.06,23.3,7.88,0.01,21.4
22/02/2022,01:50,5.86,0.06,23.2,7.88,0.01,21.3
22/02/2022,02:00,5.85,0.06,23.2,7.88,0.01,21.2
22/02/2022,02:10,5.85,0.06,23.2,7.88,0.01,21.2
22/02/2022,02:20,5.86,0.06,23.1,7.88,0.01,21.2
22/02/2022,02:30,5.85,0.05,23.1,7.88,0.00,21.2
22/02/2022,02:40,5.86,0.06,23.1,7.88,0.00,21.2
22/02/2022,02:50,5.86,0.06,23.1,7.88,0.01,21.1
22/02/2022,03:00,5.84,0.06,23.0,7.88,0.01,21.1
22/02/2022,03:10,5.86,0.06,23.0,7.88,0.01,21.1
22/02/2022,03:20,5.85,0.06,23.0,7.88,0.01,21.1
22/02/2022,03:30,5.86,0.06,23.0,7.88,0.00,21.1
22/02/2022,03:40,5.86,0.06,23.0,7.88,0.01,21.1
22/02/2022,03:50,5.85,0.06,23.0,7.88,0.01,21.1
22/02/2022,04:00,5.85,0.06,23.0,7.88,0.01,21.0
22/02/2022,04:10,5.85,0.06,23.0,7.88,0.01,21.0
22/02/2022,04:20,5.84,0.06,22.9,7.88,0.00,21.0
22/02/2022,04:30,5.85,0.06,22.9,7.88,0.01,21.0
22/02/2022,04:40,5.85,0.06,22.9,7.88,0.01,21.0
22/02/2022,04:50,5.84,0.06,22.9,7.88,0.01,21.0
22/02/2022,05:00,5.85,0.06,22.9,7.88,0.00,21.0
22/02/2022,05:10,5.85,0.06,22.9,7.88,0.01,21.0
22/02/2022,05:20,5.85,0.06,22.9,7.88,0.01,20.9
22/02/2022,05:30,5.85,0.06,22.8,7.87,0.01,21.0
22/02/2022,05:40,5.85,0.06,22.8,7.87,0.01,20.9
22/02/2022,05:50,5.85,0.06,22.8,7.86,0.01,20.9
22/02/2022,06:00,5.85,0.06,22.7,7.84,0.01,20.9
22/02/2022,06:10,5.85,0.06,22.7,7.84,0.01,20.8
22/02/2022,06:20,5.85,0.06,22.7,7.82,0.01,20.8
22/02/2022,06:30,5.84,0.06,22.7,7.81,0.01,20.8
22/02/2022,06:40,5.84,0.06,22.7,7.81,0.01,20.8
22/02/2022,06:50,5.84,0.06,22.5,7.80,0.01,20.7
22/02/2022,07:00,5.85,0.06,22.6,7.80,0.01,20.7
22/02/2022,07:10,5.85,0.06,22.7,7.81,0.01,21.0
22/02/2022,07:20,5.86,0.06,22.9,7.82,0.01,21.3
22/02/2022,07:30,5.86,0.06,23.1,7.81,0.01,21.6
22/02/2022,07:40,5.86,0.06,23.3,7.81,0.01,21.7
22/02/2022,07:50,5.86,0.06,23.5,7.80,0.00,22.1
22/02/2022,08:00,5.87,0.05,23.8,7.80,0.01,22.5
22/02/2022,08:10,5.88,0.05,24.0,7.85,0.01,23.0
22/02/2022,08:20,5.89,0.06,24.3,7.97,0.01,23.4
22/02/2022,08:30,5.92,0.05,24.7,8.06,0.01,24.0
22/02/2022,08:40,5.92,0.05,25.0,8.08,0.01,24.6
22/02/2022,08:50,5.93,0.05,25.5,8.14,0.01,25.3
22/02/2022,09:00,5.94,0.05,26.0,8.14,0.01,25.8
22/02/2022,09:10,5.94,0.05,26.3,8.14,0.01,26.0
22/02/2022,09:20,5.96,0.05,26.5,8.15,0.01,26.1
22/02/2022,09:30,5.95,0.05,26.6,8.14,0.01,26.1
22/02/2022,09:40,5.97,0.06,26.9,8.14,0.01,26.3
22/02/2022,09:50,6.02,0.04,29.0,8.29,0.01,29.4
22/02/2022,10:00,6.02,0.05,29.1,8.23,0.01,29.0
22/02/2022,10:10,6.04,0.05,29.5,8.23,0.01,30.0
22/02/2022,10:20,6.06,0.04,29.7,8.23,0.01,30.4
22/02/2022,10:30,6.04,0.04,29.3,8.17,0.00,30.1
22/02/2022,10:40,6.05,0.04,29.8,8.25,0.01,32.3
22/02/2022,10:50,6.06,0.04,30.4,8.27,0.01,33.8
22/02/2022,11:00,6.07,0.05,30.6,8.23,0.01,33.0
22/02/2022,11:10,6.05,0.05,30.1,8.15,0.01,31.6
22/02/2022,11:20,6.04,0.04,30.1,8.14,0.01,32.0
22/02/2022,11:30,6.05,0.04,30.2,8.11,0.01,32.0
22/02/2022,11:40,6.03,0.04,30.3,8.09,0.01,33.1
22/02/2022,11:50,6.06,0.04,31.0,8.14,0.01,34.5
22/02/2022,12:00,6.06,0.04,31.2,8.06,0.01,34.4
22/02/2022,12:10,6.07,0.04,31.4,8.04,0.01,34.7
22/02/2022,12:20,6.06,0.04,31.4,7.97,0.01,34.6
22/02/2022,12:30,6.06,0.04,31.5,7.95,0.01,34.3
22/02/2022,12:40,6.04,0.05,31.3,7.88,0.01,33.7
22/02/2022,12:50,6.04,0.05,31.3,7.85,0.01,33.6
22/02/2022,13:00,6.04,0.04,31.2,7.76,0.01,32.7
22/02/2022,13:10,6.01,0.04,30.9,7.71,0.01,31.9
22/02/2022,13:20,6.01,0.04,30.6,7.63,0.01,31.5
22/02/2022,13:30,6.01,0.04,30.7,7.63,0.01,32.2
22/02/2022,13:40,6.00,0.04,30.8,7.62,0.01,32.4
22/02/2022,13:50,6.00,0.04,31.0,7.62,0.01,33.5
22/02/2022,14:00,6.00,0.04,31.2,7.62,0.01,34.6
22/02/2022,14:10,5.99,0.04,31.3,7.54,0.01,34.0
22/02/2022,14:20,6.01,0.04,31.0,7.55,0.01,34.6
22/02/2022,14:30,6.01,0.04,31.1,7.54,0.00,35.3
22/02/2022,14:40,5.99,0.04,31.2,7.54,0.01,37.3
22/02/2022,14:50,6.00,0.04,31.5,7.54,0.01,38.0
22/02/2022,15:00,6.00,0.04,31.8,7.43,0.01,36.4
22/02/2022,15:10,6.00,0.04,31.9,7.30,0.01,33.8
22/02/2022,15:20,6.00,0.04,31.9,7.21,0.01,32.8
22/02/2022,15:30,5.98,0.04,31.6,7.20,0.00,33.1
22/02/2022,15:40,5.95,0.04,31.3,7.20,0.00,35.4
22/02/2022,15:50,5.94,0.04,31.4,7.28,0.01,37.9
22/02/2022,16:00,5.94,0.04,31.4,7.17,0.01,35.0
22/02/2022,16:10,5.95,0.04,31.3,7.11,0.00,33.7
22/02/2022,16:20,5.94,0.04,31.2,7.19,0.01,37.7
22/02/2022,16:30,5.94,0.04,31.1,7.12,0.00,37.0
22/02/2022,16:40,5.90,0.04,30.9,6.96,0.00,33.5
22/02/2022,16:50,5.92,0.04,30.7,6.94,0.01,33.5
22/02/2022,17:00,5.89,0.04,30.6,6.86,0.01,32.0
22/02/2022,17:10,5.89,0.04,30.5,6.85,0.01,32.2
22/02/2022,17:20,5.88,0.04,30.4,6.89,0.01,31.9
22/02/2022,17:30,5.88,0.04,30.2,6.96,0.01,31.8
