data,hora,umidade_a,condutividade_a,temperatura_a,umidade_b,condutividade_b,temperatura_b
19/02/2022,00:00,6.67,0.10,23.4,6.56,0.01,21.2
19/02/2022,00:10,6.69,0.10,23.3,6.61,0.01,21.2
19/02/2022,00:20,6.67,0.10,23.3,6.71,0.01,21.3
19/02/2022,00:30,6.65,0.10,23.3,6.77,0.01,21.2
19/02/2022,00:40,6.66,0.10,23.2,6.78,0.01,21.2
19/02/2022,00:50,6.65,0.10,23.1,6.79,0.01,21.1
19/02/2022,01:00,6.64,0.10,23.1,6.80,0.01,21.0
19/02/2022,01:10,6.64,0.10,23.1,6.82,0.01,20.9
19/02/2022,01:20,6.63,0.10,23.0,6.83,0.00,20.9
19/02/2022,01:30,6.64,0.10,22.9,6.81,0.01,20.8
19/02/2022,01:40,6.62,0.10,22.8,6.83,0.01,20.7
19/02/2022,01:50,6.62,0.10,22.7,6.84,0.01,20.6
19/02/2022,02:00,6.62,0.10,22.6,6.84,0.01,20.5
19/02/2022,02:10,6.62,0.10,22.5,6.83,0.01,20.5
19/02/2022,02:20,6.62,0.10,22.5,6.82,0.01,20.4
19/02/2022,02:30,6.62,0.10,22.5,6.82,0.01,20.3
19/02/2022,02:40,6.62,0.10,22.4,6.81,0.01,20.3
19/02/2022,02:50,6.62,0.10,22.3,6.80,0.01,20.1
19/02/2022,03:00,6.62,0.10,22.3,6.80,0.01,20.0
19/02/2022,03:10,6.62,0.10,22.3,6.78,0.01,19.9
19/02/2022,03:20,6.62,0.11,22.1,6.78,0.01,19.7
19/02/2022,03:30,6.62,0.10,22.1,6.78,0.01,19.8
19/02/2022,03:40,6.62,0.10,22.1,6.78,0.01,19.9
19/02/2022,03:50,6.61,0.10,22.1,6.79,0.01,19.8
19/02/2022,04:00,6.61,0.10,22.1,6.78,0.00,19.8
19/02/2022,04:10,6.62,0.10,22.0,6.77,0.01,19.8
19/02/2022,04:20,6.61,0.10,21.9,6.77,0.01,19.7
19/02/2022,04:30,6.61,0.10,21.9,6.77,0.01,19.4
19/02/2022,04:40,6.60,0.11,21.8,6.77,0.01,19.3
19/02/2022,04:50,6.61,0.10,21.7,6.77,0.01,19.2
19/02/2022,05:00,6.59,0.10,21.7,6.77,0.01,19.1
19/02/2022,05:10,6.59,0.10,21.6,6.76,0.01,19.0
19/02/2022,05:20,6.60,0.10,21.5,6.75,0.00,18.9
19/02/2022,05:30,6.59,0.10,21.5,6.74,0.01,18.8
19/02/2022,05:40,6.59,0.10,21.4,6.72,0.01,18.8
19/02/2022,05:50,6.58,0.10,21.3,6.70,0.01,18.7
19/02/2022,06:00,6.58,0.10,21.3,6.71,0.01,18.6
19/02/2022,06:10,6.58,0.11,21.2,6.70,0.01,18.5
19/02/2022,06:20,6.56,0.10,21.2,6.70,0.01,18.5
19/02/2022,06:30,6.58,0.10,21.2,6.69,0.00,18.5
19/02/2022,06:40,6.56,0.10,21.2,6.69,0.01,18.6
19/02/2022,06:50,6.56,0.10,21.1,6.69,0.01,18.6
19/02/2022,07:00,6.58,0.11,21.2,6.69,0.01,18.9
19/02/2022,07:10,6.57,0.10,21.3,6.70,0.01,19.1
19/02/2022,07:20,6.58,0.10,21.4,6.69,0.00,19.3
19/02/2022,07:30,6.60,0.10,21.6,6.69,0.01,19.7
19/02/2022,07:40,6.60,0.10,21.7,6.70,0.01,19.8
19/02/2022,07:50,6.60,0.10,21.8,6.70,0.01,20.0
19/02/2022,08:00,6.61,0.10,21.9,6.70,0.01,20.3
19/02/2022,08:10,6.61,0.10,22.1,6.77,0.01,20.6
19/02/2022,08:20,6.62,0.10,22.4,6.87,0.01,21.0
19/02/2022,08:30,6.62,0.10,22.7,6.97,0.01,21.2
19/02/2022,08:40,6.62,0.10,22.8,7.03,0.01,21.4
19/02/2022,08:50,6.62,0.10,23.0,7.03,0.01,21.6
19/02/2022,09:00,6.62,0.10,23.3,7.03,0.01,21.9
19/02/2022,09:10,6.63,0.10,23.5,7.03,0.01,22.1
19/02/2022,09:20,6.63,0.09,23.8,7.03,0.01,22.4
19/02/2022,09:30,6.65,0.09,24.3,7.04,0.01,22.7
19/02/2022,09:40,6.70,0.08,26.0,7.07,0.01,23.5
19/02/2022,09:50,6.76,0.08,27.8,7.19,0.01,26.8
19/02/2022,10:00,6.79,0.08,29.3,7.30,0.01,31.8
19/02/2022,10:10,6.84,0.08,30.5,7.37,0.01,34.2
19/02/2022,10:20,6.85,0.08,31.4,7.37,0.01,35.2
19/02/2022,10:30,6.87,0.08,31.9,7.36,0.01,35.5
19/02/2022,10:40,6.88,0.08,32.3,7.32,0.01,36.0
19/02/2022,10:50,6.86,0.08,32.5,7.28,0.01,35.8
19/02/2022,11:00,6.86,0.08,32.5,7.21,0.01,35.4
19/02/2022,11:10,6.87,0.08,33.1,7.21,0.01,36.3
19/02/2022,11:20,6.87,0.08,33.3,7.20,0.01,36.6
19/02/2022,11:30,6.86,0.08,33.2,7.20,0.01,37.1
19/02/2022,11:40,6.84,0.08,33.0,7.20,0.01,38.0
19/02/2022,11:50,6.85,0.08,33.1,7.19,0.01,39.1
19/02/2022,12:00,6.82,0.08,32.8,7.19,0.00,40.8
19/02/2022,12:10,6.81,0.08,32.6,7.19,0.01,42.3
19/02/2022,12:20,6.79,0.08,32.8,7.18,0.01,43.7
19/02/2022,12:30,6.82,0.08,33.8,7.16,0.00,44.9
19/02/2022,12:40,6.83,0.08,34.4,7.10,0.01,44.4
19/02/2022,12:50,6.83,0.08,34.6,7.00,0.00,43.0
19/02/2022,13:00,6.84,0.08,34.9,6.99,0.00,43.6
19/02/2022,13:10,6.82,0.08,34.5,6.96,0.01,44.2
19/02/2022,13:20,6.79,0.08,34.5,6.88,0.01,43.4
19/02/2022,13:30,6.78,0.08,33.7,6.82,0.01,42.5
19/02/2022,13:40,6.74,0.08,33.1,6.72,0.01,40.9
19/02/2022,13:50,6.73,0.08,32.8,6.70,0.01,41.3
19/02/2022,14:00,6.71,0.08,32.6,6.62,0.01,40.5
19/02/2022,14:10,6.69,0.08,32.4,6.59,0.01,40.5
19/02/2022,14:20,6.68,0.08,32.5,6.54,0.01,40.8
19/02/2022,14:30,6.67,0.07,32.5,6.53,0.01,41.8
19/02/2022,14:40,6.67,0.07,32.9,6.54,0.01,43.7
19/02/2022,14:50,6.67,0.08,33.0,6.53,0.01,45.0
19/02/2022,15:00,6.64,0.08,32.7,6.49,0.01,46.0
19/02/2022,15:10,6.63,0.08,32.6,6.41,0.01,45.7
19/02/2022,15:20,6.61,0.07,32.7,6.21,0.00,41.2
19/02/2022,15:30,6.61,0.07,32.6,6.10,0.01,37.9
19/02/2022,15:40,6.58,0.07,32.2,6.10,0.01,38.4
19/02/2022,15:50,6.57,0.07,32.1,6.05,0.01,38.7
19/02/2022,16:00,6.56,0.07,32.0,5.89,0.00,35.7
19/02/2022,16:10,6.55,0.07,31.9,5.86,0.01,34.5
19/02/2022,16:20,6.53,0.07,31.8,5.84,0.01,35.2
19/02/2022,16:30,6.53,0.07,31.8,5.87,0.01,36.7
19/02/2022,16:40,6.54,0.07,31.6,5.80,0.01,35.3
19/02/2022,16:50,6.51,0.07,31.5,5.73,0.01,33.4
19/02/2022,17:00,6.49,0.07,31.4,5.73,0.00,33.2
19/02/2022,17:10,6.49,0.07,31.1,5.70,0.01,32.3
19/02/2022,17:20,6.48,0.07,31.1,5.71,0.01,32.4
19/02/2022,17:30,6.47,0.07,31.1,5.75,0.00,34.0
19/02/2022,17:40,6.45,0.07,30.9,5.86,0.01,34.4
19/02/2022,17:50,6.44,0.07,30.7,5.88,0.01,32.3
19/02/2022,18:00,6.42,0.07,30.4,5.92,0.01,31.5
19/02/2022,18:10,6.40,0.07,30.2,5.94,0.01,30.8
19/02/2022,18:20,6.39,0.07,29.9,5.93,0.01,30.0
19/02/2022,18:30,6.38,0.07,29.8,5.94,0.01,29.4
19/02/2022,18:40,6.37,0.07,29.6,5.93,0.01,28.9
19/02/2022,18:50,6.36,0.07,29.4,5.94,0.01,28.4
19/02/2022,19:00,6.35,0.07,29.1,5.95,0.01,27.9
19/02/2022,19:10,6.33,0.07,28.8,5.94,0.01,27.3
19/02/2022,19:20,6.31,0.07,28.3,5.99,0.01,26.7
19/02/2022,19:30,6.29,0.06,27.9,6.04,0.01,26.0
19/02/2022,19:40,6.30,0.08,27.5,6.06,0.01,25.5
19/02/2022,19:50,6.26,0.08,27.1,6.10,0.01,25.1
19/02/2022,20:00,6.26,0.08,26.9,6.12,0.01,24.9
19/02/2022,20:10,6.25,0.08,26.7,6.13,0.01,24.6
19/02/2022,20:20,6.24,0.08,26.5,6.18,0.01,24.4
19/02/2022,20:30,6.23,0.08,26.3,6.20,0.01,24.2
19/02/2022,20:40,6.23,0.08,26.0,6.20,0.01,23.8
19/02/2022,20:50,6.23,0.08,25.7,6.20,0.01,23.5
19/02/2022,21:00,6.22,0.08,25.6,6.20,0.01,23.2
19/02/2022,21:10,6.21,0.08,25.3,6.20,0.01,23.1
19/02/2022,21:20,6.18,0.08,25.3,6.20,0.01,23.1
19/02/2022,21:30,6.19,0.08,25.2,6.20,0.01,23.0
19/02/2022,21:40,6.19,0.08,25.1,6.21,0.00,22.8
19/02/2022,21:50,6.17,0.08,25.0,6.20,0.01,22.8
19/02/2022,22:00,6.16,0.07,25.0,6.21,0.01,22.8
19/02/2022,22:10,6.18,0.08,25.0,6.21,0.01,22.8
19/02/2022,22:20,6.17,0.07,25.0,6.22,0.01,22.8
19/02/2022,22:30,6.17,0.07,25.1,6.24,0.01,22.9
19/02/2022,22:40,6.17,0.07,25.1,6.24,0.01,22.9
19/02/2022,22:50,6.16,0.07,25.2,6.24,0.01,22.8
19/02/2022,23:00,6.16,0.07,25.0,6.23,0.01,22.7
19/02/2022,23:10,6.17,0.07,25.2,6.24,0.01,22.9
19/02/2022,23:20,6.16,0.08,25.1,6.23,0.01,22.8
19/02/2022,23:30,6.15,0.08,25.0,6.22,0.01,22.6
19/02/2022,23:40,6.16,0.07,24.8,6.21,0.01,22.5
19/02/2022,23:50,6.15,0.08,24.6,6.21,0.01,22.3
