data,hora,umidade_a,condutividade_a,temperatura_a,umidade_b,condutividade_b,temperatura_b
21/02/2022,00:00,6.04,0.07,22.5,7.88,0.01,21.2
21/02/2022,00:10,6.05,0.07,22.5,7.94,0.01,21.3
21/02/2022,00:20,6.04,0.07,22.5,8.06,0.01,21.4
21/02/2022,00:30,6.05,0.07,22.6,8.13,0.01,21.4
21/02/2022,00:40,6.05,0.07,22.6,8.14,0.01,21.4
21/02/2022,00:50,6.05,0.07,22.7,8.14,0.01,21.5
21/02/2022,01:00,6.05,0.07,22.7,8.14,0.01,21.6
21/02/2022,01:10,6.05,0.07,22.8,8.14,0.01,21.7
21/02/2022,01:20,6.06,0.07,22.9,8.14,0.01,21.7
21/02/2022,01:30,6.05,0.07,22.9,8.14,0.01,21.7
21/02/2022,01:40,6.06,0.07,22.9,8.14,0.01,21.7
21/02/2022,01:50,6.06,0.07,22.9,8.12,0.01,21.7
21/02/2022,02:00,6.05,0.07,22.9,8.11,0.01,21.7
21/02/2022,02:10,6.05,0.07,22.9,8.11,0.01,21.7
21/02/2022,02:20,6.06,0.07,22.9,8.08,0.01,21.7
21/02/2022,02:30,6.05,0.07,22.9,8.07,0.01,21.6
21/02/2022,02:40,6.06,0.07,22.9,8.06,0.01,21.6
21/02/2022,02:50,6.06,0.07,22.9,8.06,0.01,21.5
21/02/2022,03:00,6.06,0.07,22.9,8.06,0.01,21.5
21/02/2022,03:10,6.06,0.07,22.9,8.06,0.01,21.5
21/02/2022,03:20,6.05,0.07,22.9,8.06,0.01,21.5
21/02/2022,03:30,6.05,0.06,22.9,8.06,0.01,21.5
21/02/2022,03:40,6.06,0.07,23.0,8.06,0.01,21.5
21/02/2022,03:50,6.05,0.07,22.8,8.05,0.01,21.4
21/02/2022,04:00,6.06,0.07,22.9,8.05,0.01,21.5
21/02/2022,04:10,6.06,0.07,22.8,8.05,0.01,21.4
21/02/2022,04:20,6.06,0.07,22.9,8.04,0.01,21.4
21/02/2022,04:30,6.04,0.07,22.7,8.04,0.01,21.3
21/02/2022,04:40,6.04,0.07,22.7,8.02,0.01,21.3
21/02/2022,04:50,6.04,0.07,22.7,8.01,0.01,21.4
21/02/2022,05:00,6.06,0.07,22.8,8.01,0.01,21.4
21/02/2022,05:10,6.05,0.07,22.8,7.99,0.01,21.5
21/02/2022,05:20,6.06,0.07,22.8,7.99,0.01,21.4
21/02/2022,05:30,6.06,0.07,22.7,7.98,0.01,21.4
21/02/2022,05:40,6.06,0.07,22.7,7.97,0.01,21.4
21/02/2022,05:50,6.05,0.07,22.7,7.97,0.01,21.4
21/02/2022,06:00,6.06,0.07,22.7,7.97,0.01,21.4
21/02/2022,06:10,6.05,0.07,22.7,7.97,0.01,21.3
21/02/2022,06:20,6.04,0.07,22.7,7.97,0.01,21.3
21/02/2022,06:30,6.04,0.07,22.7,7.97,0.01,21.3
21/02/2022,06:40,6.05,0.07,22.7,7.97,0.01,21.3
21/02/2022,06:50,6.05,0.07,22.6,7.96,0.01,21.3
21/02/2022,07:00,6.05,0.07,22.7,7.97,0.01,21.4
21/02/2022,07:10,6.07,0.07,22.8,7.96,0.01,21.6
21/02/2022,07:20,6.08,0.07,23.1,7.97,0.01,21.9
21/02/2022,07:30,6.08,0.07,23.2,7.96,0.01,22.1
