data,hora,umidade_a,condutividade_a,temperatura_a,umidade_b,condutividade_b,temperatura_b
15/03/2022,00:00,15.54,0.44,23.8,16.32,0.01,22.5
15/03/2022,00:10,15.56,0.44,23.8,16.42,0.01,22.5
15/03/2022,00:20,15.54,0.44,23.8,16.68,0.01,22.5
15/03/2022,00:30,15.55,0.44,23.8,16.66,0.01,22.4
15/03/2022,00:40,15.55,0.45,23.8,16.63,0.01,22.4
15/03/2022,00:50,15.53,0.44,23.8,16.59,0.01,22.3
15/03/2022,01:00,15.54,0.45,23.7,16.58,0.01,22.3
15/03/2022,01:10,15.54,0.44,23.7,16.55,0.01,22.3
15/03/2022,01:20,15.54,0.44,23.7,16.54,0.01,22.3
15/03/2022,01:30,15.53,0.44,23.7,16.51,0.01,22.2
15/03/2022,01:40,15.53,0.44,23.7,16.50,0.01,22.2
15/03/2022,01:50,15.54,0.45,23.7,16.50,0.01,22.1
15/03/2022,02:00,15.52,0.44,23.6,16.47,0.01,22.1
15/03/2022,02:10,15.53,0.44,23.6,16.46,0.01,22.1
15/03/2022,02:20,15.54,0.44,23.6,16.45,0.01,22.1
15/03/2022,02:30,15.54,0.44,23.6,16.45,0.01,22.0
15/03/2022,02:40,15.53,0.44,23.6,16.43,0.01,22.0
15/03/2022,02:50,15.54,0.43,23.5,16.42,0.01,21.9
15/03/2022,03:00,15.54,0.44,23.5,16.41,0.01,21.9
15/03/2022,03:10,15.53,0.45,23.5,16.41,0.01,21.8
15/03/2022,03:20,15.52,0.43,23.5,16.40,0.01,21.8
15/03/2022,03:30,15.52,0.45,23.4,16.39,0.02,21.7
15/03/2022,03:40,15.52,0.44,23.4,16.37,0.01,21.7
15/03/2022,03:50,15.52,0.44,23.4,16.37,0.01,21.6
15/03/2022,04:00,15.51,0.45,23.4,16.36,0.01,21.6
15/03/2022,04:10,15.51,0.44,23.3,16.36,0.01,21.5
15/03/2022,04:20,15.51,0.44,23.3,16.34,0.01,21.5
15/03/2022,04:30,15.50,0.44,23.3,16.33,0.01,21.4
15/03/2022,04:40,15.50,0.44,23.2,16.32,0.01,21.4
15/03/2022,04:50,15.50,0.43,23.2,16.32,0.01,21.3
15/03/2022,05:00,15.50,0.44,23.1,16.32,0.01,21.3
15/03/2022,05:10,15.50,0.44,23.1,16.32,0.01,21.3
15/03/2022,05:20,15.50,0.44,23.1,16.30,0.01,21.2
15/03/2022,05:30,15.50,0.45,23.1,16.29,0.01,21.2
15/03/2022,05:40,15.50,0.44,23.0,16.28,0.01,21.1
15/03/2022,05:50,15.49,0.44,23.1,16.28,0.01,21.1
15/03/2022,06:00,15.49,0.43,23.0,16.27,0.01,21.1
15/03/2022,06:10,15.48,0.44,23.0,16.27,0.01,21.1
15/03/2022,06:20,15.49,0.44,23.0,16.27,0.01,21.1
15/03/2022,06:30,15.49,0.44,22.9,16.27,0.01,21.0
15/03/2022,06:40,15.47,0.44,23.0,16.26,0.01,21.0
15/03/2022,06:50,15.48,0.44,22.9,16.25,0.01,20.9
15/03/2022,07:00,15.47,0.44,22.9,16.24,0.01,20.9
15/03/2022,07:10,15.47,0.44,22.9,16.23,0.01,20.9
15/03/2022,07:20,15.46,0.44,22.8,16.23,0.01,20.9
15/03/2022,07:30,15.45,0.44,22.8,16.23,0.01,20.9
15/03/2022,07:40,15.45,0.45,22.8,16.23,0.01,20.8
15/03/2022,07:50,15.44,0.44,22.9,16.23,0.01,20.9
15/03/2022,08:00,15.45,0.44,22.9,16.22,0.02,20.9
15/03/2022,08:10,15.47,0.44,22.8,16.32,0.01,20.9
15/03/2022,08:20,15.44,0.44,22.9,16.82,0.01,20.9
15/03/2022,08:30,15.44,0.44,22.9,16.78,0.01,20.9
15/03/2022,08:40,15.45,0.43,22.9,16.68,0.01,20.9
15/03/2022,08:50,15.44,0.43,22.9,16.64,0.01,21.0
15/03/2022,09:00,15.44,0.43,22.9,16.64,0.01,21.0
15/03/2022,09:10,15.45,0.45,22.9,16.59,0.01,21.1
15/03/2022,09:20,15.44,0.43,22.9,16.57,0.01,21.1
15/03/2022,09:30,15.44,0.43,22.9,16.55,0.01,21.3
15/03/2022,09:40,15.44,0.44,23.0,16.51,0.01,21.3
15/03/2022,09:50,15.49,0.44,23.0,16.50,0.01,21.6
15/03/2022,10:00,15.48,0.43,23.2,16.50,0.01,21.9
15/03/2022,10:10,15.50,0.41,23.3,16.49,0.01,22.3
15/03/2022,10:20,15.49,0.44,23.3,16.49,0.01,22.6
15/03/2022,10:30,15.48,0.43,23.5,16.45,0.01,22.9
15/03/2022,10:40,15.50,0.43,23.6,16.41,0.01,23.1
15/03/2022,10:50,15.45,0.43,23.7,16.37,0.01,23.3
15/03/2022,11:00,15.45,0.44,23.8,16.36,0.01,23.5
15/03/2022,11:10,15.45,0.43,23.8,16.33,0.01,23.8
15/03/2022,11:20,15.44,0.44,23.9,16.32,0.01,24.0
15/03/2022,11:30,15.44,0.43,23.9,16.29,0.01,24.1
15/03/2022,11:40,15.44,0.43,24.0,16.32,0.01,24.4
15/03/2022,11:50,15.44,0.43,24.0,16.32,0.01,24.7
15/03/2022,12:00,15.43,0.43,24.1,16.28,0.01,25.0
15/03/2022,12:10,15.43,0.43,24.1,16.27,0.01,25.4
