data,hora,umidade_a,condutividade_a,temperatura_a,umidade_b,condutividade_b,temperatura_b
18/03/2022,00:00,14.38,0.41,24.9,15.94,0.01,24.3
18/03/2022,00:10,14.43,0.42,24.9,15.96,0.01,24.3
18/03/2022,00:20,14.41,0.42,24.9,16.23,0.01,24.2
18/03/2022,00:30,14.41,0.42,24.9,16.26,0.01,24.2
18/03/2022,00:40,14.41,0.41,24.9,16.25,0.01,24.1
18/03/2022,00:50,14.41,0.42,24.8,16.24,0.01,24.1
18/03/2022,01:00,14.39,0.42,24.8,16.23,0.01,24.0
18/03/2022,01:10,14.40,0.42,24.8,16.22,0.01,24.0
18/03/2022,01:20,14.40,0.41,24.8,16.21,0.01,23.9
18/03/2022,01:30,14.40,0.43,24.7,16.19,0.01,23.9
18/03/2022,01:40,14.40,0.41,24.7,16.18,0.01,23.8
18/03/2022,01:50,14.39,0.42,24.7,16.18,0.01,23.8
18/03/2022,02:00,14.39,0.42,24.7,16.16,0.01,23.8
18/03/2022,02:10,14.39,0.42,24.6,16.15,0.01,23.7
18/03/2022,02:20,14.40,0.42,24.6,16.14,0.02,23.7
18/03/2022,02:30,14.39,0.42,24.6,16.14,0.01,23.6
18/03/2022,02:40,14.40,0.42,24.6,16.14,0.01,23.5
18/03/2022,02:50,14.40,0.41,24.6,16.13,0.01,23.5
18/03/2022,03:00,14.40,0.42,24.5,16.13,0.01,23.5
18/03/2022,03:10,14.40,0.41,24.5,16.12,0.01,23.4
18/03/2022,03:20,14.40,0.42,24.5,16.10,0.01,23.4
18/03/2022,03:30,14.41,0.43,24.5,16.10,0.01,23.3
18/03/2022,03:40,14.40,0.41,24.4,16.09,0.01,23.3
18/03/2022,03:50,14.40,0.41,24.4,16.09,0.01,23.3
18/03/2022,04:00,14.39,0.41,24.3,16.08,0.01,23.2
18/03/2022,04:10,14.40,0.42,24.3,16.08,0.01,23.2
18/03/2022,04:20,14.40,0.42,24.3,16.06,0.01,23.1
18/03/2022,04:30,14.40,0.42,24.3,16.05,0.02,23.1
18/03/2022,04:40,14.40,0.42,24.2,16.05,0.01,23.1
18/03/2022,04:50,14.41,0.41,24.2,16.05,0.02,23.0
18/03/2022,05:00,14.40,0.41,24.2,16.05,0.01,23.0
18/03/2022,05:10,14.40,0.41,24.2,16.05,0.01,22.9
18/03/2022,05:20,14.40,0.42,24.1,16.04,0.01,22.9
18/03/2022,05:30,14.40,0.42,24.1,16.04,0.01,22.9
18/03/2022,05:40,14.40,0.41,24.1,16.03,0.01,22.9
18/03/2022,05:50,14.39,0.42,24.0,16.02,0.01,22.8
18/03/2022,06:00,14.40,0.42,24.0,16.01,0.01,22.8
18/03/2022,06:10,14.40,0.41,24.0,16.01,0.01,22.8
18/03/2022,06:20,14.40,0.41,23.9,16.00,0.01,22.7
18/03/2022,06:30,14.39,0.41,23.9,16.00,0.01,22.7
18/03/2022,06:40,14.39,0.42,23.8,15.99,0.01,22.7
18/03/2022,06:50,14.39,0.43,23.8,15.99,0.01,22.7
18/03/2022,07:00,14.38,0.41,23.8,15.98,0.01,22.6
18/03/2022,07:10,14.38,0.42,23.8,15.97,0.01,22.6
18/03/2022,07:20,14.38,0.41,23.7,15.97,0.01,22.6
18/03/2022,07:30,14.39,0.40,23.7,15.96,0.01,22.6
18/03/2022,07:40,14.38,0.39,23.7,15.96,0.01,22.7
18/03/2022,07:50,14.39,0.41,23.7,15.96,0.01,22.7
18/03/2022,08:00,14.39,0.41,23.7,15.96,0.01,22.7
18/03/2022,08:10,14.38,0.42,23.7,15.96,0.01,22.7
18/03/2022,08:20,14.38,0.41,23.7,16.40,0.01,22.8
18/03/2022,08:30,14.38,0.40,23.7,16.41,0.01,22.8
18/03/2022,08:40,14.38,0.41,23.8,16.38,0.01,22.9
18/03/2022,08:50,14.38,0.42,23.8,16.36,0.01,23.0
18/03/2022,09:00,14.38,0.42,23.8,16.34,0.01,23.1
18/03/2022,09:10,14.38,0.42,23.8,16.32,0.01,23.1
18/03/2022,09:20,14.39,0.41,23.9,16.32,0.01,23.2
18/03/2022,09:30,14.38,0.41,23.9,16.30,0.01,23.3
18/03/2022,09:40,14.38,0.41,24.0,16.28,0.01,23.4
18/03/2022,09:50,14.38,0.41,24.1,16.27,0.01,23.5
18/03/2022,10:00,14.40,0.41,24.1,16.25,0.01,23.7
18/03/2022,10:10,14.39,0.40,24.2,16.23,0.01,23.8
18/03/2022,10:20,14.40,0.42,24.2,16.23,0.01,24.0
18/03/2022,10:30,14.39,0.41,24.3,16.22,0.01,24.0
18/03/2022,10:40,14.37,0.41,24.4,16.19,0.01,24.2
18/03/2022,10:50,14.38,0.41,24.4,16.19,0.01,24.3
18/03/2022,11:00,14.38,0.40,24.5,16.18,0.01,24.5
18/03/2022,11:10,14.39,0.41,24.6,16.17,0.01,24.7
18/03/2022,11:20,14.38,0.40,24.7,16.15,0.01,24.8
18/03/2022,11:30,14.39,0.41,24.8,16.14,0.01,25.1
18/03/2022,11:40,14.38,0.41,24.9,16.17,0.01,25.4
18/03/2022,11:50,14.38,0.40,25.0,16.16,0.01,25.8
18/03/2022,12:00,14.39,0.40,25.1,16.13,0.02,26.0
18/03/2022,12:10,14.38,0.41,25.2,16.09,0.01,26.3
18/03/2022,12:20,14.37,0.41,25.3,16.08,0.01,26.5
18/03/2022,12:30,14.38,0.39,25.4,16.05,0.01,26.6
18/03/2022,12:40,14.37,0.40,25.4,16.01,0.01,26.6
18/03/2022,12:50,14.34,0.40,25.5,15.98,0.01,26.7
18/03/2022,13:00,14.32,0.42,25.6,15.96,0.01,26.7
18/03/2022,13:10,14.36,0.40,25.6,15.94,0.01,26.8
18/03/2022,13:20,14.32,0.40,25.6,15.91,0.01,26.9
18/03/2022,13:30,14.32,0.41,25.8,15.87,0.01,27.0
18/03/2022,13:40,14.32,0.39,25.8,15.83,0.01,27.1
18/03/2022,13:50,14.30,0.41,25.9,15.80,0.01,27.2
18/03/2022,14:00,14.29,0.41,25.9,15.76,0.01,27.3
18/03/2022,14:10,14.30,0.41,25.9,15.72,0.01,27.3
18/03/2022,14:20,14.27,0.41,26.0,15.68,0.01,27.3
18/03/2022,14:30,14.27,0.40,26.1,15.64,0.01,27.4
18/03/2022,14:40,14.25,0.40,26.1,15.60,0.01,27.5
18/03/2022,14:50,14.25,0.41,26.2,15.58,0.01,27.5
18/03/2022,15:00,14.25,0.40,26.2,15.54,0.01,27.7
18/03/2022,15:10,14.18,0.42,26.3,15.48,0.01,27.7
18/03/2022,15:20,14.18,0.41,26.3,15.40,0.01,27.7
18/03/2022,15:30,14.16,0.41,26.3,15.35,0.01,27.5
18/03/2022,15:40,14.15,0.41,26.2,15.33,0.01,27.4
18/03/2022,15:50,14.13,0.40,26.2,15.30,0.01,27.3
18/03/2022,16:00,14.13,0.41,26.2,15.28,0.01,27.3
18/03/2022,16:10,14.11,0.40,26.2,15.26,0.01,27.2
18/03/2022,16:20,14.14,0.41,26.2,15.24,0.02,27.1
18/03/2022,16:30,14.13,0.40,26.2,15.20,0.01,27.1
18/03/2022,16:40,14.13,0.40,26.2,15.20,0.02,26.9
18/03/2022,16:50,14.13,0.41,26.2,15.17,0.01,26.9
18/03/2022,17:00,14.12,0.40,26.1,15.15,0.01,26.8
18/03/2022,17:10,14.18,0.41,26.2,15.16,0.01,26.7
18/03/2022,17:20,14.19,0.41,26.1,15.14,0.01,26.7
18/03/2022,17:30,14.18,0.42,26.0,15.16,0.01,26.6
18/03/2022,17:40,14.17,0.41,26.0,15.25,0.01,26.5
18/03/2022,17:50,14.16,0.40,25.9,15.35,0.01,26.4
18/03/2022,18:00,14.15,0.41,25.9,15.43,0.01,26.3
18/03/2022,18:10,14.13,0.40,25.9,15.49,0.01,26.1
18/03/2022,18:20,14.13,0.41,25.8,15.54,0.01,26.0
18/03/2022,18:30,14.13,0.40,25.8,15.55,0.01,25.9
18/03/2022,18:40,14.12,0.39,25.8,15.59,0.01,25.8
18/03/2022,18:50,14.11,0.42,25.7,15.59,0.01,25.7
18/03/2022,19:00,14.14,0.41,25.6,15.63,0.01,25.6
18/03/2022,19:10,14.18,0.42,25.6,15.63,0.01,25.4
18/03/2022,19:20,14.14,0.41,25.6,15.95,0.02,25.3
18/03/2022,19:30,14.14,0.41,25.4,16.10,0.01,25.2
18/03/2022,19:40,14.13,0.41,25.4,16.14,0.01,25.1
18/03/2022,19:50,14.13,0.41,25.3,16.14,0.01,25.0
18/03/2022,20:00,14.13,0.42,25.3,16.14,0.01,24.9
18/03/2022,20:10,14.12,0.41,25.2,16.14,0.02,24.8
18/03/2022,20:20,14.12,0.42,25.1,16.14,0.02,24.7
18/03/2022,20:30,14.12,0.41,25.0,16.13,0.01,24.6
18/03/2022,20:40,14.12,0.41,25.0,16.10,0.01,24.5
18/03/2022,20:50,14.12,0.41,25.0,16.13,0.01,24.4
18/03/2022,21:00,14.12,0.41,25.0,16.13,0.01,24.4
18/03/2022,21:10,14.12,0.41,25.0,16.10,0.01,24.2
18/03/2022,21:20,14.11,0.40,25.0,16.10,0.01,24.2
18/03/2022,21:30,14.11,0.39,25.0,16.10,0.01,24.1
