data,hora,umidade_a,condutividade_a,temperatura_a,umidade_b,condutividade_b,temperatura_b
13/03/2022,00:00,15.38,0.43,22.7,15.73,0.01,21.6
13/03/2022,00:10,15.40,0.43,22.6,15.73,0.01,21.5
13/03/2022,00:20,15.39,0.43,22.5,15.90,0.01,21.5
13/03/2022,00:30,15.38,0.43,22.5,15.96,0.01,21.5
13/03/2022,00:40,15.38,0.44,22.5,15.98,0.01,21.4
13/03/2022,00:50,15.38,0.43,22.5,15.98,0.01,21.4
13/03/2022,01:00,15.37,0.43,22.5,15.97,0.01,21.3
13/03/2022,01:10,15.37,0.43,22.5,15.96,0.02,21.3
13/03/2022,01:20,15.38,0.44,22.5,15.96,0.01,21.3
13/03/2022,01:30,15.38,0.43,22.6,15.96,0.01,21.2
13/03/2022,01:40,15.38,0.43,22.6,15.96,0.02,21.2
13/03/2022,01:50,15.38,0.42,22.6,15.95,0.01,21.1
13/03/2022,02:00,15.38,0.43,22.6,15.93,0.01,21.1
13/03/2022,02:10,15.38,0.43,22.7,15.92,0.01,21.1
13/03/2022,02:20,15.38,0.42,22.6,15.91,0.01,21.0
13/03/2022,02:30,15.38,0.43,22.6,15.91,0.01,21.0
13/03/2022,02:40,15.38,0.44,22.6,15.91,0.02,20.9
13/03/2022,02:50,15.38,0.43,22.6,15.90,0.01,20.9
13/03/2022,03:00,15.38,0.43,22.6,15.89,0.01,20.9
13/03/2022,03:10,15.38,0.43,22.6,15.87,0.01,20.8
13/03/2022,03:20,15.38,0.43,22.6,15.87,0.01,20.8
13/03/2022,03:30,15.38,0.44,22.5,15.87,0.01,20.7
13/03/2022,03:40,15.38,0.42,22.5,15.86,0.01,20.7
13/03/2022,03:50,15.37,0.43,22.5,15.86,0.01,20.6
13/03/2022,04:00,15.38,0.43,22.5,15.85,0.02,20.6
13/03/2022,04:10,15.38,0.46,22.4,15.84,0.01,20.5
13/03/2022,04:20,15.37,0.44,22.4,15.83,0.01,20.5
13/03/2022,04:30,15.37,0.43,22.4,15.82,0.01,20.5
13/03/2022,04:40,15.37,0.43,22.4,15.82,0.01,20.4
13/03/2022,04:50,15.36,0.43,22.4,15.82,0.01,20.4
13/03/2022,05:00,15.37,0.44,22.4,15.81,0.01,20.3
13/03/2022,05:10,15.37,0.44,22.4,15.80,0.01,20.3
13/03/2022,05:20,15.36,0.43,22.3,15.79,0.01,20.3
13/03/2022,05:30,15.36,0.43,22.4,15.78,0.01,20.2
13/03/2022,05:40,15.36,0.44,22.3,15.78,0.01,20.2
13/03/2022,05:50,15.35,0.44,22.3,15.77,0.01,20.1
13/03/2022,06:00,15.35,0.43,22.3,15.77,0.01,20.1
13/03/2022,06:10,15.35,0.43,22.3,15.77,0.01,20.1
13/03/2022,06:20,15.34,0.43,22.3,15.77,0.01,20.1
13/03/2022,06:30,15.34,0.43,22.3,15.77,0.01,20.1
13/03/2022,06:40,15.34,0.44,22.3,15.76,0.01,20.1
13/03/2022,06:50,15.33,0.43,22.3,15.76,0.01,20.1
13/03/2022,07:00,15.33,0.44,22.2,15.75,0.01,20.1
13/03/2022,07:10,15.33,0.42,22.3,15.74,0.01,20.1
13/03/2022,07:20,15.33,0.43,22.3,15.74,0.01,20.1
13/03/2022,07:30,15.32,0.42,22.3,15.73,0.01,20.1
13/03/2022,07:40,15.33,0.43,22.3,15.73,0.01,20.1
13/03/2022,07:50,15.32,0.43,22.3,15.73,0.01,20.1
13/03/2022,08:00,15.32,0.43,22.3,15.73,0.01,20.1
13/03/2022,08:10,15.36,0.42,22.3,15.77,0.01,20.2
13/03/2022,08:20,15.33,0.43,22.3,16.32,0.01,20.2
13/03/2022,08:30,15.33,0.43,22.3,16.32,0.01,20.3
13/03/2022,08:40,15.33,0.43,22.3,16.30,0.01,20.4
13/03/2022,08:50,15.33,0.43,22.4,16.27,0.01,20.4
13/03/2022,09:00,15.33,0.44,22.4,16.24,0.01,20.4
13/03/2022,09:10,15.33,0.44,22.4,16.23,0.01,20.4
13/03/2022,09:20,15.33,0.44,22.4,16.21,0.01,20.5
13/03/2022,09:30,15.33,0.43,22.4,16.19,0.01,20.5
13/03/2022,09:40,15.33,0.43,22.4,16.18,0.01,20.5
13/03/2022,09:50,15.33,0.43,22.4,16.16,0.01,20.6
13/03/2022,10:00,15.33,0.43,22.4,16.14,0.01,20.6
13/03/2022,10:10,15.32,0.44,22.4,16.14,0.01,20.6
13/03/2022,10:20,15.32,0.45,22.4,16.13,0.01,20.7
13/03/2022,10:30,15.32,0.43,22.4,16.13,0.01,20.7
13/03/2022,10:40,15.32,0.43,22.4,16.12,0.01,20.7
13/03/2022,10:50,15.32,0.43,22.5,16.11,0.01,20.8
13/03/2022,11:00,15.32,0.43,22.5,16.11,0.01,20.8
13/03/2022,11:10,15.32,0.43,22.5,16.09,0.01,20.8
13/03/2022,11:20,15.33,0.44,22.5,16.10,0.01,20.9
13/03/2022,11:30,15.32,0.43,22.5,16.11,0.01,20.9
13/03/2022,11:40,15.32,0.43,22.5,16.10,0.01,21.0
13/03/2022,11:50,15.32,0.43,22.5,16.13,0.01,21.1
13/03/2022,12:00,15.33,0.43,22.6,16.13,0.01,21.2
13/03/2022,12:10,15.33,0.43,22.6,16.13,0.01,21.3
13/03/2022,12:20,15.33,0.43,22.6,16.12,0.01,21.4
13/03/2022,12:30,15.34,0.43,22.7,16.11,0.01,21.5
13/03/2022,12:40,15.36,0.43,22.7,16.10,0.01,21.5
13/03/2022,12:50,15.37,0.43,22.7,16.10,0.01,21.7
13/03/2022,13:00,15.37,0.42,22.7,16.09,0.01,21.7
13/03/2022,13:10,15.37,0.43,22.8,16.09,0.01,21.8
13/03/2022,13:20,15.37,0.43,22.8,16.07,0.01,21.9
13/03/2022,13:30,15.38,0.43,22.9,16.05,0.01,22.1
13/03/2022,13:40,15.37,0.44,22.9,16.05,0.01,22.1
13/03/2022,13:50,15.37,0.43,23.0,16.04,0.01,22.3
13/03/2022,14:00,15.36,0.43,23.0,16.02,0.01,22.3
13/03/2022,14:10,15.35,0.43,23.1,16.00,0.01,22.4
13/03/2022,14:20,15.35,0.43,23.1,15.98,0.01,22.5
13/03/2022,14:30,15.35,0.43,23.1,15.97,0.01,22.6
13/03/2022,14:40,15.35,0.42,23.1,15.96,0.01,22.7
13/03/2022,14:50,15.34,0.43,23.2,15.96,0.01,22.7
13/03/2022,15:00,15.34,0.42,23.2,15.95,0.01,22.7
13/03/2022,15:10,15.32,0.42,23.2,15.94,0.01,22.7
13/03/2022,15:20,15.32,0.43,23.2,15.92,0.01,22.8
13/03/2022,15:30,15.32,0.43,23.2,15.91,0.01,22.8
13/03/2022,15:40,15.31,0.43,23.2,15.90,0.02,22.7
13/03/2022,15:50,15.32,0.44,23.2,15.89,0.01,22.7
13/03/2022,16:00,15.31,0.43,23.2,15.89,0.01,22.7
13/03/2022,16:10,15.32,0.42,23.3,15.87,0.01,22.7
13/03/2022,16:20,15.32,0.42,23.2,15.87,0.01,22.7
13/03/2022,16:30,15.32,0.43,23.3,15.87,0.01,22.7
13/03/2022,16:40,15.33,0.43,23.3,15.92,0.01,22.7
13/03/2022,16:50,15.33,0.43,23.3,15.92,0.01,22.7
13/03/2022,17:00,15.33,0.42,23.3,15.91,0.01,22.7
13/03/2022,17:10,15.44,0.43,23.3,15.86,0.01,22.6
13/03/2022,17:20,15.38,0.43,23.3,15.99,0.01,22.6
13/03/2022,17:30,15.42,0.43,23.4,16.13,0.01,22.6
13/03/2022,17:40,15.38,0.43,23.3,16.41,0.01,22.6
13/03/2022,17:50,15.38,0.43,23.4,16.40,0.01,22.6
13/03/2022,18:00,15.38,0.43,23.4,16.37,0.01,22.6
13/03/2022,18:10,15.38,0.42,23.4,16.35,0.01,22.5
13/03/2022,18:20,15.38,0.43,23.4,16.34,0.01,22.5
13/03/2022,18:30,15.38,0.43,23.4,16.33,0.01,22.5
13/03/2022,18:40,15.38,0.44,23.4,16.32,0.01,22.5
13/03/2022,18:50,15.38,0.43,23.4,16.32,0.01,22.4
13/03/2022,19:00,15.39,0.43,23.4,16.31,0.01,22.3
13/03/2022,19:10,15.42,0.43,23.3,16.32,0.01,22.3
