data,hora,umidade_a,condutividade_a,temperatura_a,umidade_b,condutividade_b,temperatura_b
08/03/2022,00:00,16.83,0.49,24.6,15.83,0.01,23.4
08/03/2022,00:10,16.82,0.48,24.7,16.00,0.02,23.4
08/03/2022,00:20,16.79,0.49,24.7,16.13,0.02,23.4
08/03/2022,00:30,16.75,0.49,24.7,16.07,0.01,23.4
08/03/2022,00:40,16.74,0.49,24.7,16.04,0.02,23.4
08/03/2022,00:50,16.72,0.49,24.7,16.00,0.02,23.3
08/03/2022,01:00,16.70,0.50,24.7,15.97,0.02,23.3
08/03/2022,01:10,16.68,0.48,24.7,15.96,0.02,23.3
08/03/2022,01:20,16.68,0.49,24.7,15.92,0.02,23.3
08/03/2022,01:30,16.66,0.48,24.7,15.91,0.02,23.2
08/03/2022,01:40,16.65,0.48,24.8,15.89,0.02,23.2
08/03/2022,01:50,16.62,0.48,24.7,15.87,0.02,23.2
08/03/2022,02:00,16.61,0.48,24.7,15.86,0.02,23.2
08/03/2022,02:10,16.59,0.49,24.7,15.86,0.02,23.2
08/03/2022,02:20,16.57,0.48,24.7,15.85,0.02,23.1
08/03/2022,02:30,16.56,0.49,24.6,15.83,0.01,23.2
08/03/2022,02:40,16.56,0.49,24.6,15.82,0.02,23.1
08/03/2022,02:50,16.55,0.49,24.6,15.82,0.02,23.1
08/03/2022,03:00,16.51,0.49,24.7,15.81,0.02,23.2
08/03/2022,03:10,16.51,0.49,24.6,15.81,0.02,23.1
08/03/2022,03:20,16.50,0.49,24.6,15.80,0.02,23.1
08/03/2022,03:30,16.49,0.49,24.7,15.78,0.02,23.1
08/03/2022,03:40,16.47,0.49,24.6,15.78,0.02,23.1
08/03/2022,03:50,16.45,0.49,24.6,15.77,0.02,23.1
08/03/2022,04:00,16.44,0.48,24.6,15.77,0.02,23.1
08/03/2022,04:10,16.44,0.48,24.6,15.77,0.02,23.1
08/03/2022,04:20,16.43,0.49,24.6,15.77,0.02,23.0
08/03/2022,04:30,16.42,0.48,24.6,15.77,0.01,23.0
08/03/2022,04:40,16.40,0.49,24.6,15.77,0.02,23.0
08/03/2022,04:50,16.38,0.48,24.6,15.76,0.02,22.9
08/03/2022,05:00,16.38,0.48,24.6,15.76,0.01,22.9
08/03/2022,05:10,16.38,0.48,24.6,15.74,0.02,22.9
08/03/2022,05:20,16.36,0.48,24.6,15.74,0.02,22.8
08/03/2022,05:30,16.34,0.48,24.6,15.73,0.02,22.8
08/03/2022,05:40,16.32,0.49,24.6,15.73,0.02,22.8
08/03/2022,05:50,16.31,0.48,24.5,15.73,0.01,22.7
08/03/2022,06:00,16.28,0.47,24.5,15.73,0.02,22.7
08/03/2022,06:10,16.27,0.49,24.5,15.72,0.02,22.6
08/03/2022,06:20,16.27,0.48,24.5,15.72,0.01,22.6
08/03/2022,06:30,16.26,0.49,24.4,15.72,0.02,22.5
08/03/2022,06:40,16.25,0.49,24.4,15.71,0.02,22.5
08/03/2022,06:50,16.22,0.49,24.4,15.71,0.02,22.4
08/03/2022,07:00,16.21,0.47,24.3,15.70,0.02,22.4
08/03/2022,07:10,16.21,0.47,24.3,15.69,0.02,22.3
08/03/2022,07:20,16.20,0.48,24.3,15.69,0.02,22.3
08/03/2022,07:30,16.20,0.48,24.2,15.69,0.02,22.3
