data,hora,umidade_a,condutividade_a,temperatura_a,umidade_b,condutividade_b,temperatura_b
05/03/2022,00:00,9.97,0.17,25.7,10.90,0.01,24.6
05/03/2022,00:10,9.97,0.17,25.6,11.24,0.01,24.6
05/03/2022,00:20,9.97,0.17,25.7,11.54,0.01,24.6
05/03/2022,00:30,9.97,0.17,25.6,11.54,0.01,24.6
05/03/2022,00:40,9.96,0.17,25.6,11.54,0.01,24.5
05/03/2022,00:50,9.98,0.17,25.5,11.50,0.01,24.4
05/03/2022,01:00,9.97,0.17,25.5,11.47,0.00,24.3
05/03/2022,01:10,9.97,0.17,25.4,11.46,0.01,24.3
05/03/2022,01:20,9.97,0.17,25.4,11.46,0.01,24.4
05/03/2022,01:30,9.97,0.17,25.4,11.43,0.01,24.3
05/03/2022,01:40,9.97,0.18,25.4,11.40,0.01,24.2
05/03/2022,01:50,9.97,0.17,25.3,11.38,0.01,24.1
05/03/2022,02:00,9.96,0.16,25.3,11.38,0.01,24.0
05/03/2022,02:10,9.97,0.17,25.2,11.35,0.01,23.9
05/03/2022,02:20,9.96,0.17,25.2,11.32,0.01,23.8
05/03/2022,02:30,9.97,0.17,25.1,11.30,0.01,23.8
05/03/2022,02:40,9.95,0.17,25.0,11.30,0.01,23.7
05/03/2022,02:50,9.97,0.17,25.0,11.30,0.01,23.8
05/03/2022,03:00,9.97,0.17,25.0,11.30,0.00,23.9
05/03/2022,03:10,9.96,0.17,25.0,11.28,0.01,23.8
05/03/2022,03:20,9.96,0.17,25.0,11.26,0.01,23.8
05/03/2022,03:30,9.96,0.16,25.1,11.23,0.01,23.8
05/03/2022,03:40,9.97,0.17,25.1,11.23,0.01,23.9
05/03/2022,03:50,9.96,0.17,25.2,11.23,0.01,24.0
05/03/2022,04:00,9.95,0.18,25.2,11.22,0.01,24.0
05/03/2022,04:10,9.96,0.17,25.2,11.22,0.01,24.0
05/03/2022,04:20,9.97,0.18,25.2,11.22,0.00,24.0
05/03/2022,04:30,9.96,0.17,25.2,11.22,0.01,24.1
05/03/2022,04:40,9.96,0.17,25.2,11.21,0.01,24.1
05/03/2022,04:50,9.97,0.17,25.2,11.19,0.01,24.1
05/03/2022,05:00,9.97,0.17,25.2,11.17,0.01,24.0
05/03/2022,05:10,9.98,0.17,25.1,11.15,0.01,24.0
05/03/2022,05:20,9.97,0.18,25.1,11.14,0.01,23.9
05/03/2022,05:30,9.97,0.17,25.0,11.14,0.01,23.8
05/03/2022,05:40,9.96,0.17,25.0,11.14,0.00,23.5
05/03/2022,05:50,9.96,0.17,25.0,11.13,0.00,23.4
05/03/2022,06:00,9.97,0.18,24.9,11.10,0.01,23.3
05/03/2022,06:10,9.96,0.17,24.8,11.07,0.01,23.2
05/03/2022,06:20,9.96,0.18,24.8,11.06,0.01,23.2
05/03/2022,06:30,9.96,0.17,24.7,11.06,0.01,23.1
05/03/2022,06:40,9.95,0.18,24.7,11.06,0.01,23.1
05/03/2022,06:50,9.95,0.18,24.6,11.06,0.01,23.1
05/03/2022,07:00,9.96,0.18,24.6,11.04,0.01,23.2
05/03/2022,07:10,9.96,0.17,24.6,11.02,0.01,23.2
05/03/2022,07:20,9.96,0.17,24.7,11.02,0.01,23.4
05/03/2022,07:30,9.96,0.18,24.7,11.01,0.01,23.5
05/03/2022,07:40,9.97,0.17,24.8,11.01,0.01,23.8
05/03/2022,07:50,9.96,0.17,24.9,11.00,0.01,24.0
05/03/2022,08:00,9.97,0.18,24.9,10.98,0.01,24.1
05/03/2022,08:10,9.96,0.18,25.0,11.35,0.00,24.2
05/03/2022,08:20,9.98,0.18,25.0,12.01,0.01,24.5
05/03/2022,08:30,9.97,0.17,25.2,11.93,0.01,24.6
05/03/2022,08:40,9.97,0.17,25.3,11.91,0.01,24.8
05/03/2022,08:50,9.97,0.17,25.4,11.86,0.01,25.0
05/03/2022,09:00,9.98,0.17,25.4,11.82,0.01,25.0
05/03/2022,09:10,9.98,0.17,25.7,11.78,0.01,25.4
05/03/2022,09:20,9.99,0.17,25.8,11.77,0.01,25.7
05/03/2022,09:30,10.01,0.16,26.4,11.74,0.01,26.3
05/03/2022,09:40,10.05,0.17,27.3,11.78,0.01,29.2
05/03/2022,09:50,10.06,0.16,28.2,11.86,0.00,33.4
05/03/2022,10:00,10.12,0.15,29.2,11.85,0.01,35.0
05/03/2022,10:10,10.12,0.16,29.8,11.86,0.01,35.9
05/03/2022,10:20,10.13,0.15,30.4,11.85,0.01,36.8
05/03/2022,10:30,10.14,0.16,31.0,11.80,0.01,37.7
05/03/2022,10:40,10.15,0.16,31.8,11.78,0.01,39.3
05/03/2022,10:50,10.17,0.16,32.3,11.71,0.01,39.6
05/03/2022,11:00,10.17,0.16,32.7,11.69,0.01,40.2
05/03/2022,11:10,10.18,0.16,33.0,11.69,0.01,41.6
05/03/2022,11:20,10.14,0.16,32.7,11.62,0.01,41.6
05/03/2022,11:30,10.13,0.16,32.5,11.56,0.01,42.6
05/03/2022,11:40,10.09,0.16,32.2,11.54,0.00,43.6
05/03/2022,11:50,10.06,0.16,31.8,11.48,0.01,44.1
05/03/2022,12:00,10.03,0.16,31.6,11.38,0.01,43.9
05/03/2022,12:10,10.00,0.16,31.3,11.15,0.00,40.4
05/03/2022,12:20,10.00,0.16,31.6,11.14,0.01,42.0
05/03/2022,12:30,9.99,0.15,31.5,10.98,0.01,39.4
05/03/2022,12:40,9.98,0.16,31.7,10.99,0.01,42.2
05/03/2022,12:50,9.96,0.16,31.9,10.85,0.01,40.0
05/03/2022,13:00,9.95,0.16,31.6,10.73,0.01,37.0
05/03/2022,13:10,9.95,0.16,31.5,10.62,0.01,35.6
05/03/2022,13:20,9.90,0.16,31.4,10.54,0.01,35.0
05/03/2022,13:30,9.89,0.15,31.3,10.48,0.00,34.7
05/03/2022,13:40,9.90,0.16,31.4,10.62,0.01,38.4
05/03/2022,13:50,9.89,0.16,31.4,10.48,0.01,36.3
05/03/2022,14:00,9.88,0.16,31.2,10.48,0.01,37.4
05/03/2022,14:10,9.88,0.16,31.6,10.56,0.01,40.6
05/03/2022,14:20,9.87,0.16,31.7,10.55,0.01,40.5
05/03/2022,14:30,9.87,0.16,31.4,10.49,0.01,36.0
05/03/2022,14:40,9.87,0.15,31.2,10.48,0.01,35.3
05/03/2022,14:50,9.84,0.16,31.3,10.41,0.01,35.2
05/03/2022,15:00,9.82,0.15,31.4,10.36,0.01,35.0
05/03/2022,15:10,9.82,0.15,31.6,10.32,0.01,35.2
05/03/2022,15:20,9.81,0.16,31.7,10.31,0.01,35.3
05/03/2022,15:30,9.81,0.16,31.7,10.30,0.01,35.4
05/03/2022,15:40,9.80,0.15,31.6,10.25,0.01,35.2
05/03/2022,15:50,9.79,0.16,31.7,10.22,0.01,35.3
05/03/2022,16:00,9.80,0.16,31.7,10.22,0.01,35.0
05/03/2022,16:10,9.77,0.16,31.5,10.14,0.01,34.5
05/03/2022,16:20,9.76,0.15,31.4,10.13,0.01,34.0
05/03/2022,16:30,9.75,0.16,31.3,10.07,0.01,33.7
05/03/2022,16:40,9.73,0.15,31.2,10.05,0.01,33.6
05/03/2022,16:50,9.73,0.15,31.1,10.05,0.01,33.4
05/03/2022,17:00,9.73,0.16,31.0,10.04,0.01,33.3
05/03/2022,17:10,9.72,0.15,30.8,10.14,0.01,32.7
05/03/2022,17:20,9.72,0.15,30.7,10.31,0.01,32.3
05/03/2022,17:30,9.72,0.15,30.5,10.73,0.01,31.9
05/03/2022,17:40,9.72,0.16,30.4,11.02,0.01,31.6
05/03/2022,17:50,9.72,0.16,30.3,11.06,0.01,31.5
05/03/2022,18:00,9.70,0.16,30.2,11.06,0.01,31.3
05/03/2022,18:10,9.70,0.16,30.0,11.01,0.01,30.7
05/03/2022,18:20,12.24,0.26,28.6,16.32,0.01,27.7
05/03/2022,18:30,12.88,0.24,27.6,14.35,0.01,26.9
05/03/2022,18:40,12.97,0.25,27.4,14.57,0.01,26.5
05/03/2022,18:50,12.94,0.25,27.3,13.99,0.01,26.3
05/03/2022,19:00,12.87,0.25,27.3,13.70,0.01,26.4
05/03/2022,19:10,12.78,0.25,27.2,14.26,0.01,26.3
05/03/2022,19:20,12.75,0.25,27.3,14.30,0.01,26.3
05/03/2022,19:30,12.73,0.25,27.1,13.88,0.01,26.1
05/03/2022,19:40,12.71,0.25,27.1,13.63,0.01,26.3
05/03/2022,19:50,12.66,0.24,27.1,13.47,0.01,26.3
05/03/2022,20:00,12.63,0.25,27.2,13.35,0.01,26.3
05/03/2022,20:10,12.60,0.25,27.1,13.23,0.01,26.3
05/03/2022,20:20,12.58,0.25,27.2,13.10,0.01,26.3
05/03/2022,20:30,12.57,0.24,27.1,13.03,0.01,26.0
05/03/2022,20:40,12.53,0.24,26.9,12.96,0.01,25.8
05/03/2022,20:50,12.50,0.24,26.9,12.89,0.01,25.6
05/03/2022,21:00,12.47,0.25,26.6,12.82,0.01,25.3
05/03/2022,21:10,12.43,0.24,26.5,12.75,0.01,25.1
05/03/2022,21:20,12.43,0.25,26.5,12.68,0.01,25.2
05/03/2022,21:30,12.42,0.26,26.4,12.63,0.01,25.0
05/03/2022,21:40,12.39,0.26,26.3,12.58,0.01,24.9
05/03/2022,21:50,12.37,0.24,26.3,12.53,0.01,24.8
05/03/2022,22:00,12.34,0.24,26.2,12.49,0.01,24.7
05/03/2022,22:10,12.34,0.24,26.2,12.46,0.01,24.7
05/03/2022,22:20,12.31,0.24,26.1,12.40,0.01,24.6
05/03/2022,22:30,12.29,0.25,26.1,12.37,0.01,24.6
05/03/2022,22:40,12.28,0.24,26.0,12.32,0.01,24.6
05/03/2022,22:50,12.28,0.24,26.1,12.31,0.01,24.6
05/03/2022,23:00,12.27,0.24,26.1,12.24,0.01,24.6
05/03/2022,23:10,12.26,0.24,26.0,12.20,0.01,24.5
05/03/2022,23:20,12.23,0.24,26.0,12.16,0.01,24.4
05/03/2022,23:30,12.21,0.23,25.9,12.20,0.01,24.5
05/03/2022,23:40,12.20,0.24,25.8,12.16,0.01,24.4
05/03/2022,23:50,12.19,0.23,25.9,12.16,0.01,24.4
